mcl1	mcl3	mcl5	ortho_group	species	gene_id	desc	symbol	Transcription Factor Family	Gene Symbol	Gene Name	Also Known As	Source Material for Membership
580	3733	5343	OG0004205	fly	FBgn0261279	liquid facets-Related	lqfR					
582	3737	5350	OG0000123	fly	FBgn0004509	Furin 1	Fur1					
582	3737	5350	OG0000123	fly	FBgn0004598	Furin 2	Fur2					
583	3738	5352	OG0007203	fly	FBgn0263289	scribble	scrib					
584	3744	5362	OG0002727	fly	FBgn0004396	Cyclic-AMP response element binding protein A	CrebA	BASIC LEUCINE ZIPPER TRANSCRIPTION FACTORS	CrebA	Cyclic-AMP response element binding protein A	dCREB-A, CREB, dCREBA, BBF-2, Creb-A	(Shaman et al., 2014, Pfreundt et al., 2010, Fassler et al., 2002)
585	3747	5365	OG0007249	fly	FBgn0014007	Protein tyrosine phosphatase 69D	Ptp69D					
585	3747	5365	OG0026067	fly	FBgn0034085	Protein tyrosine phosphatase 52F	Ptp52F					
585	3748	5370	OG0000375	fly	FBgn0267486	Protein tyrosine phosphatase 36E	Ptp36E					
587	3751	5373	OG0000397	fly	FBgn0038975	Neurexin 1	Nrx-1					
588	3752	5374	OG0000734	fly	FBgn0011760	cut up	ctp					
588	3752	5374	OG0000734	fly	FBgn0026141	Cytoplasmic dynein light chain 2	Cdlc2					
588	3753	5375	OG0004627	fly	FBgn0033687		CG8407					
590	3756	5378	OG0003695	fly	FBgn0029849	ER GDP-fucose transporter	Efr					
590	3756	5378	OG0003695	fly	FBgn0039641		CG14511					
590	3757	5379	OG0003671	fly	FBgn0250820	medial glomeruli	meigo					
590	3758	5380	OG0006183	fly	FBgn0038524	slalom	sll					
590	3759	5381	OG0006109	fly	FBgn0036695	PAPS transporter 2	Papst2					
591	3760	5382	OG0000904	fly	FBgn0027081	Threonyl-tRNA synthetase	ThrRS					
591	3761	5383	OG0007337	fly	FBgn0036462	mitochondrial ribosomal protein L39	mRpL39					
591	3761	5383	OG0008649	fly	FBgn0016119	ATP synthase, coupling factor 6	ATPsynCF6					
591	3761	5383	OG0008649	fly	FBgn0035585	ATP synthase, coupling factor 6-like	ATPsynCF6L					
592	3762	5384	OG0000260	fly	FBgn0028399	TMS1	TMS1					
593	3763	5385	OG0000436	fly	FBgn0031250	Equilibrative nucleoside transporter 1	Ent1					
593	3763	5387	OG0000436	fly	FBgn0263916	Equilibrative nucleoside transporter 2	Ent2					
593	3764	5388	OG0006670	fly	FBgn0036319	Equilibrative nucleoside transporter 3	Ent3					
594	3766	5390	OG0000447	fly	FBgn0028902	Tektin A	Tektin-A					
594	3766	5390	OG0000447	fly	FBgn0035638	Tektin C	Tektin-C					
594	3766	5390	OG0000447	fly	FBgn0040028		CG17450					
594	3766	5390	OG0000447	fly	FBgn0052819		CG32819					
594	3766	5390	OG0000447	fly	FBgn0052820		CG32820					
594	3766	5390	OG0006310	fly	FBgn0034816		CG3085					
595	3767	5392	OG0000557	fly	FBgn0004638	downstream of receptor kinase	drk					
595	3767	5392	OG0006285	fly	FBgn0000017	Abl tyrosine kinase	Abl					
595	3768	5394	OG0002544	fly	FBgn0010583	dreadlocks	dock					
596	3771	5398	OG0005248	fly	FBgn0036405		CG6833					
596	3772	5400	OG0003474	fly	FBgn0039544		CG12877					
597	3774	5402	OG0000368	fly	FBgn0259214	plasma membrane calcium ATPase	PMCA					
599	3776	5405	OG0000255	fly	FBgn0003731	Epidermal growth factor receptor	Egfr					
600	3779	5409	OG0003583	fly	FBgn0035807		CG7492					
600	3779	5410	OG0005785	fly	FBgn0052095		CG32095					
600	3779	5410	OG0016487	fly	FBgn0052187		CG32187					
600	3780	5411	OG0002456	fly	FBgn0262534		CG43088					
600	3780	5411	OG0026085	fly	FBgn0026148		CG12253					
601	3781	5413	OG0026790	fly	FBgn0030893	Rho GTPase activating protein at 16F	RhoGAP16F					
601	3781	5413	OG0027433	fly	FBgn0261461	Rho GTPase activating protein at 18B	RhoGAP18B					
602	3783	5415	OG0000257	fly	FBgn0033784	Squamous cell carcinoma-related oncogene 3	SCCRO3					
602	3783	5415	OG0000257	fly	FBgn0036510	Squamous cell carcinoma-related oncogene	SCCRO					
602	3784	5417	OG0000257	fly	FBgn0036967	Squamous cell carcinoma-related oncogene 4	SCCRO4					
604	3786	5419	OG0004698	fly	FBgn0039726	eukaryotic translation initiation factor 2B subunit alpha	eIF2Balpha					
604	3787	5420	OG0004148	fly	FBgn0024996	eukaryotic translation initiation factor 2B subunit beta	eIF2Bbeta					
604	3788	5421	OG0004884	fly	FBgn0039849		CG11334					
604	3789	5422	OG0006833	fly	FBgn0034858	eukaryotic translation initiation factor 2B subunit delta	eIF2Bdelta					
605	3790	5423	OG0000529	fly	FBgn0259176	bunched	bun	OTHER DNA BINDING DOMAIN TRANSCRIPTION FACTORS	bun	bunched	shs, l(2)00255, Dm_2L:60722, TSC-22	(Hammonds et al., 2013)
606	3796	5430	OG0005438	fly	FBgn0263968	no-on-and-no-off transient C	nonC					
606	3797	5431	OG0001769	fly	FBgn0061360		CG33672					
606	3799	5433	OG0001769	fly	FBgn0051126		CG31126					
608	3802	5436	OG0000546	fly	FBgn0015721	king tubby	ktub					
608	3803	5437	OG0005539	fly	FBgn0039530	Tusp	Tusp					
609	3804	5438	OG0002956	fly	FBgn0036641	survival motor neuron	Smn					
609	3805	5439	OG0005467	fly	FBgn0039977		CG17454					
609	3806	5440	OG0007958	fly	FBgn0036450	Tudor domain containing 3	Tdrd3					
610	3808	5442	OG0000135	fly	FBgn0034517	Cuticular protein 57A	Cpr57A					
610	3808	5442	OG0000393	fly	FBgn0000552	Ecdysone-dependent gene 84A	Edg84A					
610	3808	5442	OG0000393	fly	FBgn0004777	Ccp84Ag	Ccp84Ag					
610	3808	5442	OG0000393	fly	FBgn0004778	Ccp84Af	Ccp84Af					
610	3808	5442	OG0000393	fly	FBgn0004779	Ccp84Ae	Ccp84Ae					
610	3808	5442	OG0000393	fly	FBgn0004780	Ccp84Ad	Ccp84Ad					
610	3808	5442	OG0000393	fly	FBgn0004781	Ccp84Ac	Ccp84Ac					
610	3808	5442	OG0000393	fly	FBgn0004782	Ccp84Ab	Ccp84Ab					
610	3808	5442	OG0000393	fly	FBgn0004783	Ccp84Aa	Ccp84Aa					
610	3808	5442	OG0000393	fly	FBgn0005664	Crystallin	Crys					
610	3808	5442	OG0000393	fly	FBgn0028871	Cuticular protein 35B	Cpr35B					
610	3808	5442	OG0000393	fly	FBgn0029811	Cuticular protein 5C	Cpr5C					
610	3808	5442	OG0000393	fly	FBgn0031467	Cuticular protein 23B	Cpr23B					
610	3808	5442	OG0000393	fly	FBgn0032125	Cuticular protein 30B	Cpr30B					
610	3808	5442	OG0000393	fly	FBgn0033869	Cuticular protein 50Cb	Cpr50Cb					
610	3808	5442	OG0000393	fly	FBgn0033942	Cuticular protein 51A	Cpr51A					
610	3808	5442	OG0000393	fly	FBgn0035279	Cuticular protein 62Ba	Cpr62Ba					
610	3808	5442	OG0000393	fly	FBgn0035280	Cuticular protein 62Bb	Cpr62Bb					
610	3808	5442	OG0000393	fly	FBgn0035281	Cuticular protein 62Bc	Cpr62Bc					
610	3808	5442	OG0000393	fly	FBgn0035510	Cuticular protein 64Aa	Cpr64Aa					
610	3808	5442	OG0000393	fly	FBgn0035511	Cuticular protein 64Ab	Cpr64Ab					
610	3808	5442	OG0000393	fly	FBgn0035512	Cuticular protein 64Ac	Cpr64Ac					
610	3808	5442	OG0000393	fly	FBgn0035513	Cuticular protein 64Ad	Cpr64Ad					
610	3808	5442	OG0000393	fly	FBgn0035873		CG13670					
610	3808	5442	OG0000393	fly	FBgn0035875	Cuticular protein 66Cb	Cpr66Cb					
610	3808	5442	OG0000393	fly	FBgn0036878	Cuticular protein 76Ba	Cpr76Ba					
610	3808	5442	OG0000393	fly	FBgn0036879	Cuticular protein 76Bb	Cpr76Bb					
610	3808	5442	OG0000393	fly	FBgn0036880	Cuticular protein 76Bc	Cpr76Bc					
610	3808	5442	OG0000393	fly	FBgn0036881	Cuticular protein 76Bd	Cpr76Bd					
610	3808	5442	OG0000393	fly	FBgn0038714	Cuticular protein 92A	Cpr92A					
610	3808	5442	OG0000393	fly	FBgn0051876	Cuticular protein 30F	Cpr30F					
610	3808	5442	OG0000393	fly	FBgn0052029	Cuticular protein 66D	Cpr66D					
610	3808	5442	OG0000393	fly	FBgn0053302	Cuticular protein 31A	Cpr31A					
610	3808	5442	OG0000393	fly	FBgn0085491		CG34462					
610	3808	5442	OG0000393	fly	FBgn0250833		CG34461					
610	3808	5442	OG0000393	fly	FBgn0259713		CG42367					
610	3808	5443	OG0000393	fly	FBgn0033867	Cuticular protein 50Ca	Cpr50Ca					
610	3808	5443	OG0000393	fly	FBgn0034157	resilin	resilin					
610	3808	5443	OG0000393	fly	FBgn0034499	Cuticular protein 56F	Cpr56F					
610	3809	5444	OG0012117	fly	FBgn0035612	farmer	frm					
610	3809	5444	OG0012117	fly	FBgn0035985	Cuticular protein 67B	Cpr67B					
610	3809	5444	OG0012117	fly	FBgn0036617	Cuticular protein 72Ea	Cpr72Ea					
610	3809	5444	OG0012117	fly	FBgn0036618	Cuticular protein 72Eb	Cpr72Eb					
610	3809	5444	OG0012117	fly	FBgn0036619	Cuticular protein 72Ec	Cpr72Ec					
610	3809	5444	OG0012117	fly	FBgn0038819	Cuticular protein 92F	Cpr92F					
611	3810	5445	OG0002207	fly	FBgn0264493	roadkill	rdx					
611	3813	5448	OG0009779	fly	FBgn0033963		CG12857					
612	3814	5449	OG0005254	fly	FBgn0032397	Translocase of outer membrane 70	Tom70					
612	3815	5452	OG0005256	fly	FBgn0033578	Bardet-Biedl syndrome 4	BBS4					
612	3819	5457	OG0007667	fly	FBgn0015544	spaghetti	spag					
613	3821	5459	OG0000908	fly	FBgn0261387		CG17528					
615	3826	5465	OG0001681	fly	FBgn0011725	twin	twin					
615	3827	5466	OG0006805	fly	FBgn0051759		CG31759					
615	3828	5468	OG0005705	fly	FBgn0261808	curled	cu					
617	3834	5474	OG0000845	fly	FBgn0003090	prickle	pk					
617	3834	5474	OG0000845	fly	FBgn0263934	espinas	esn					
617	3834	5474	OG0028087	fly	FBgn0034223	Testin	Tes					
618	3835	5475	OG0001977	fly	FBgn0022959	ypsilon schachtel	yps					
618	3836	5477	OG0001927	fly	FBgn0035626	lin-28	lin-28					
619	3839	5480	OG0002732	fly	FBgn0031148	Cystathionine beta-synthase	Cbs					
619	3840	5481	OG0002259	fly	FBgn0037684	Serine racemase	Srr					
620	3843	5484	OG0000430	fly	FBgn0264922	smt3	smt3					
620	3843	5484	OG0027289	fly	FBgn0262479		CG43069					
621	3846	5491	OG0006801	fly	FBgn0028487	flyers-cup	f-cup					
621	3846	5491	OG0006801	fly	FBgn0035008		CG3494					
621	3848	5493	OG0027748	fly	FBgn0013272	Gp150	Gp150					
622	3850	5495	OG0000647	fly	FBgn0002036		CG10561					
622	3850	5495	OG0000647	fly	FBgn0033584		CG7737					
622	3850	5495	OG0000647	fly	FBgn0035943		CG5653					
622	3850	5495	OG0000647	fly	FBgn0036749		CG7460					
622	3850	5495	OG0000647	fly	FBgn0036750		CG6034					
622	3850	5495	OG0000647	fly	FBgn0037606		CG8032					
623	3852	5497	OG0001202	fly	FBgn0004795	retained	retn	A-T RICH INTERACTION DOMAIN TRANSCRIPTION FACTORS	retn	retained	dri, dead ringer, l(2)02535, Dead Ringer/Retain	(Wilsker et al., 2002, Gregory et al., 1996)
623	3853	5498	OG0001780	fly	FBgn0261885	osa	osa					
625	3857	5504	OG0002492	fly	FBgn0036519		CG7650					
625	3858	5506	OG0003198	fly	FBgn0036237	viral IAP-associated factor	viaf					
625	3859	5507	OG0005604	fly	FBgn0037843		CG4511					
627	3864	5513	OG0000404	fly	FBgn0017558	Pyruvate dehydrogenase kinase	Pdk					
629	3872	5523	OG0006268	fly	FBgn0034748		CG17807					
629	3872	5523	OG0027018	fly	FBgn0259146	fire dancer	fid					
629	3873	5525	OG0006752	fly	FBgn0032259		CG6144					
629	3874	5526	OG0007788	fly	FBgn0032149		CG4036					
630	3875	5527	OG0002380	fly	FBgn0260964	Vesicular monoamine transporter	Vmat					
630	3875	5527	OG0003859	fly	FBgn0043005	portabella	prt					
630	3875	5527	OG0005159	fly	FBgn0270928	Vesicular acetylcholine transporter	VAChT					
631	3877	5529	OG0004439	fly	FBgn0263697	Ubiquitin-like activating enzyme 3	Uba3					
631	3878	5530	OG0005420	fly	FBgn0032054	Ubiquitin-like activating enzyme 4	Uba4					
631	3879	5531	OG0006967	fly	FBgn0030305	Ubiquitin-like activating enzyme 5	Uba5					
631	3880	5532	OG0005452	fly	FBgn0029113	Ubiquitin-like activating enzyme 2	Uba2					
636	3893	5554	OG0001167	fly	FBgn0036030	Phosphoribosyl pyrophosphate synthetase	Prps					
636	3893	5555	OG0002435	fly	FBgn0039790		CG2246					
637	3895	5557	OG0001064	fly	FBgn0024238	Fimbrin	Fim					
639	3905	5568	OG0000209	fly	FBgn0036816	I'm not dead yet	Indy					
639	3905	5569	OG0000209	fly	FBgn0260466	I'm not dead yet 2	Indy-2					
639	3906	5570	OG0000209	fly	FBgn0064119		CG33934					
640	3908	5572	OG0000380	fly	FBgn0053547	Rab3 interacting molecule	Rim					
640	3908	5573	OG0026861	fly	FBgn0264606	Fife	Fife					
641	3911	5576	OG0003309	fly	FBgn0250837	Deoxyuridine triphosphatase	dUTPase					
642	3914	5579	OG0004788	fly	FBgn0028694	Regulatory particle non-ATPase 11	Rpn11					
642	3915	5580	OG0005497	fly	FBgn0022023	eukaryotic translation initiation factor 3 subunit h	eIF3h					
642	3916	5581	OG0005322	fly	FBgn0027053	COP9 signalosome subunit 5	CSN5					
643	3918	5583	OG0003294	fly	FBgn0005683	pineapple eye	pie					
643	3918	5583	OG0003294	fly	FBgn0031091	PHD finger protein 7	Phf7					
644	3922	5587	OG0000091	fly	FBgn0036984		CG13248					
646	3928	5596	OG0004264	fly	FBgn0033936	Achilles	Achl					
646	3929	5597	OG0005677	fly	FBgn0011638	La autoantigen-like	La					
646	3930	5598	OG0006054	fly	FBgn0260771	La related protein 7	Larp7					
646	3931	5599	OG0001971	fly	FBgn0261618	La related protein	larp					
647	3932	5600	OG0000286	fly	FBgn0026749	Yippee	Yippee					
647	3932	5600	OG0000286	fly	FBgn0030183		CG15309					
648	3933	5601	OG0002926	fly	FBgn0034962	MAN1	MAN1					
649	3939	5609	OG0000625	fly	FBgn0261953	Transcription factor AP-2	TfAP-2	OTHER DNA BINDING DOMAIN TRANSCRIPTION FACTORS	TfAP-2	Transcription factor AP-2	dAP-2, AP-2, AP-2α, l(3)1215	(Hammonds et al., 2013)
650	3941	5611	OG0001486	fly	FBgn0015622	Calnexin 99A	Cnx99A					
650	3941	5611	OG0001486	fly	FBgn0030377		CG1924					
650	3941	5611	OG0001486	fly	FBgn0264077	Calnexin 14D	Cnx14D					
650	3942	5612	OG0001570	fly	FBgn0005585	Calreticulin	Calr					
651	3943	5613	OG0002029	fly	FBgn0028667	Vacuolar H[+] ATPase 16kD subunit 3	Vha16-3					
651	3943	5613	OG0002029	fly	FBgn0028668	Vacuolar H[+] ATPase 16kD subunit 2	Vha16-2					
651	3943	5613	OG0002029	fly	FBgn0032294	Vacuolar H[+] ATPase 16kD subunit 5	Vha16-5					
651	3943	5613	OG0002029	fly	FBgn0262513	Vacuolar H[+] ATPase 16kD subunit 4	Vha16-4					
651	3943	5613	OG0002029	fly	FBgn0262736	Vacuolar H[+] ATPase 16kD subunit 1	Vha16-1					
651	3944	5614	OG0004137	fly	FBgn0028662	Vacuolar H[+] ATPase PPA1 subunit 1	VhaPPA1-1					
651	3944	5614	OG0004137	fly	FBgn0262514	Vacuolar H[+] ATPase PPA1 subunit 2	VhaPPA1-2					
651	3945	5615	OG0005166	fly	FBgn0031099		CG17065					
654	3956	5629	OG0004241	fly	FBgn0037231	Vacuolar protein sorting 24	Vps24					
654	3957	5630	OG0004302	fly	FBgn0035589	Charged multivesicular body protein 2b	CHMP2B					
654	3958	5631	OG0006152	fly	FBgn0039402	Vacuolar protein sorting 2	Vps2					
655	3960	5633	OG0003382	fly	FBgn0032816	Nuclear factor Y-box B	Nf-YB	CBF DOMAIN TRANSCRIPTION FACTORS	Nf-YB	Nuclear factor Y-box B	dNF-YB	(Hammonds et al., 2013, Ly et al., 2013, Yoshioka et al., 2007)
655	3960	5634	OG0005349	fly	FBgn0043002	Chromatin accessibility complex 14kD protein	Chrac-14					
655	3961	5635	OG0002591	fly	FBgn0028926	Negative Cofactor 2beta	NC2beta					
656	3964	5639	OG0011086	fly	FBgn0038738		CG4572					
656	3965	5640	OG0003756	fly	FBgn0035154	highroad	hiro					
656	3965	5640	OG0003756	fly	FBgn0051821		CG31821					
656	3965	5640	OG0003756	fly	FBgn0051823		CG31823					
656	3965	5640	OG0003756	fly	FBgn0052483		CG32483					
657	3966	5641	OG0000847	fly	FBgn0032955		CG2201					
657	3967	5643	OG0003085	fly	FBgn0000536	easily shocked	eas					
658	3969	5645	OG0000777	fly	FBgn0023143	Ubiquitin activating enzyme 1	Uba1					
658	3969	5646	OG0005425	fly	FBgn0029512	Activator of SUMO 1	Aos1					
658	3970	5648	OG0004353	fly	FBgn0261112	beta-Amyloid precursor protein binding protein 1	APP-BP1					
659	3973	5651	OG0005796	fly	FBgn0003459	stonewall	stwl	MADF-BESS DOMAIN TRANSCRIPTION FACTORS	stwl	stonewall		(Shukla et al., 2014, Pfreundt et al., 2010, Bhaskar and Courey, 2002)
659	3973	5651	OG0005796	fly	FBgn0033627		CG13204					
659	3973	5651	OG0005796	fly	FBgn0036900		CG8765					
659	3973	5651	OG0007052	fly	FBgn0040465	Dorsal interacting protein 3	Dlip3	MADF-BESS DOMAIN TRANSCRIPTION FACTORS	Dlip3	Dorsal interacting protein 3	Dip3	(Shukla et al., 2014, Pfreundt et al., 2010, Bhaskar and Courey, 2002)
659	3973	5651	OG0007052	fly	FBgn0260431		CG42526					
659	3973	5651	OG0007052	fly	FBgn0284249	Adh transcription factor 1	Adf1	MADF-BESS DOMAIN TRANSCRIPTION FACTORS	Adf1	Adh transcription factor 1	Adf-1, nal, nalyot, l(2)01349, l(2)04065	(Shukla et al., 2014, Pfreundt et al., 2010, Bhaskar and Courey, 2002)
659	3973	5651	OG0015069	fly	FBgn0034599	hinge1	hng1					
659	3973	5651	OG0025760	fly	FBgn0001206	Hybrid male rescue	Hmr					
659	3973	5651	OG0026684	fly	FBgn0033616		CG7745					
659	3973	5652	OG0005796	fly	FBgn0030432		CG4404					
659	3973	5652	OG0005796	fly	FBgn0030952		CG12609					
659	3973	5652	OG0005796	fly	FBgn0032130	brickwall	brwl					
659	3973	5652	OG0005796	fly	FBgn0036423		CG3919					
659	3973	5652	OG0005796	fly	FBgn0037634	hinge2	hng2					
659	3973	5654	OG0005796	fly	FBgn0032858		CG10949					
659	3973	5655	OG0015069	fly	FBgn0030664		CG8119					
659	3974	5656	OG0012765	fly	FBgn0035160	hinge3	hng3					
659	3974	5656	OG0027870	fly	FBgn0029957		CG12155					
659	3975	5657	OG0007052	fly	FBgn0039350	jing interacting gene regulatory 1	jigr1					
659	3975	5657	OG0015099	fly	FBgn0032587		CG5953					
659	3975	5657	OG0015099	fly	FBgn0036152		CG6175					
659	3975	5657	OG0015099	fly	FBgn0039733		CG11504					
659	3977	5659	OG0005796	fly	FBgn0038316		CG6276					
659	3977	5659	OG0005796	fly	FBgn0263240	Corepressor of Pangolin	Coop					
659	3978	5660	OG0016906	fly	FBgn0035721		CG9948					
659	3978	5660	OG0016906	fly	FBgn0035902		CG6683					
659	3979	5661	OG0016921	fly	FBgn0015602	Boundary element-associated factor of 32kD	BEAF-32					
659	3979	5661	OG0016921	fly	FBgn0266441		CG45071					
659	3980	5662	OG0015069	fly	FBgn0031391		CG11723					
661	3982	5665	OG0000178	fly	FBgn0029950		CG9657					
661	3982	5665	OG0000178	fly	FBgn0031998	Sodium/solute co-transporter-like 5A11	SLC5A11					
661	3982	5665	OG0000178	fly	FBgn0034494		CG10444					
661	3982	5665	OG0000178	fly	FBgn0035293		CG5687					
661	3982	5665	OG0000178	fly	FBgn0037895		CG6723					
661	3982	5665	OG0000178	fly	FBgn0051262		CG31262					
661	3982	5665	OG0000178	fly	FBgn0051668		CG31668					
661	3982	5665	OG0000178	fly	FBgn0052669		CG32669					
661	3982	5665	OG0000178	fly	FBgn0053124		CG33124					
661	3982	5665	OG0015029	fly	FBgn0039873	Sodium-dependent multivitamin transporter	Smvt					
661	3983	5666	OG0000178	fly	FBgn0038652		CG7720					
662	3984	5667	OG0000950	fly	FBgn0261625	Glutaminase	GLS					
662	3985	5668	OG0005947	fly	FBgn0029689		CG6428					
662	3985	5668	OG0005947	fly	FBgn0037759		CG8526					
663	3989	5673	OG0000526	fly	FBgn0027558	Polypeptide N-Acetylgalactosaminyltransferase 3	Pgant3					
663	3989	5673	OG0000526	fly	FBgn0036527		CG7304					
663	3989	5673	OG0000526	fly	FBgn0036528		CG7579					
663	3989	5673	OG0000526	fly	FBgn0036529	Polypeptide N-Acetylgalactosaminyltransferase 8	Pgant8					
663	3989	5673	OG0000526	fly	FBgn0039596		CG10000					
663	3989	5673	OG0001010	fly	FBgn0034025	Polypeptide N-Acetylgalactosaminyltransferase 1	Pgant1					
663	3989	5673	OG0001010	fly	FBgn0050463	Polypeptide N-Acetylgalactosaminyltransferase 9	Pgant9					
663	3989	5673	OG0002530	fly	FBgn0035375	Polypeptide N-Acetylgalactosaminyltransferase 6	Pgant6					
663	3989	5673	OG0002530	fly	FBgn0051776		CG31776					
663	3989	5673	OG0002530	fly	FBgn0051956	Polypeptide N-Acetylgalactosaminyltransferase 4	Pgant4					
663	3989	5673	OG0006840	fly	FBgn0030930	Polypeptide N-Acetylgalactosaminyltransferase 7	Pgant7					
663	3992	5677	OG0003924	fly	FBgn0001970	Polypeptide N-acetylgalactosaminyltransferase 35A	Pgant35A					
665	3999	5685	OG0001881	fly	FBgn0026441	ENL/AF9-related	ear					
665	4000	5686	OG0005427	fly	FBgn0031873	Gas41	Gas41					
665	4001	5688	OG0006021	fly	FBgn0027490	D12	D12					
666	4002	5690	OG0002720	fly	FBgn0034611	Major Facilitator Superfamily Transporter 16	MFS16					
667	4006	5695	OG0001122	fly	FBgn0024732	DNA fragmentation factor-related protein 1	Drep1					
667	4006	5695	OG0001122	fly	FBgn0028407	DNA fragmentation factor-related protein 3	Drep3					
667	4006	5695	OG0001122	fly	FBgn0028408	DNA fragmentation factor-related protein 2	Drep2					
667	4007	5697	OG0007910	fly	FBgn0028406	DNA fragmentation factor-related protein 4	Drep4					
668	4009	5699	OG0001416	fly	FBgn0019968	Kinesin heavy chain 73	Khc-73					
669	4011	5701	OG0000794	fly	FBgn0032368	sperm-associated antigen 4	spag4					
669	4011	5701	OG0000794	fly	FBgn0265003	klaroid	koi					
671	4013	5703	OG0000888	fly	FBgn0264386	Ca[2+]-channel protein alpha[[1]] subunit T	Ca-alpha1T					
673	4021	5713	OG0000202	fly	FBgn0037240	Contactin	Cont					
673	4021	5713	OG0016927	fly	FBgn0031872	interference hedgehog	ihog					
675	4023	5716	OG0002919	fly	FBgn0011723	brachyenteron	byn	T-BOX TRANSCRIPTION FACTORS	byn	brachyenteron	Trg	(Pflugfelder et al., 2017, Prpic et al., 2003)
676	4026	5720	OG0001261	fly	FBgn0003204	raspberry	ras					
678	4029	5723	OG0004399	fly	FBgn0011327	Ubiquitin carboxy-terminal hydrolase L5	Uch-L5					
678	4029	5723	OG0004399	fly	FBgn0030370	Uch-L5-related	Uch-L5R					
678	4029	5723	OG0007213	fly	FBgn0262166	calypso	calypso					
678	4030	5724	OG0001643	fly	FBgn0010288	Ubiquitin carboxy-terminal hydrolase	Uch					
679	4031	5725	OG0002237	fly	FBgn0003023	ovarian tumor	otu					
679	4031	5725	OG0002237	fly	FBgn0031622		CG3251					
679	4031	5725	OG0007417	fly	FBgn0039639		CG14512					
679	4032	5726	OG0003634	fly	FBgn0026738		CG7857					
679	4033	5727	OG0008054	fly	FBgn0036180	Deubiquitinating enzyme A	Duba					
680	4035	5729	OG0004836	fly	FBgn0002021	lethal (2) 37Bb	l(2)37Bb					
680	4035	5729	OG0004836	fly	FBgn0033093		CG3270					
680	4036	5730	OG0005286	fly	FBgn0032287		CG6415					
680	4037	5731	OG0006703	fly	FBgn0029706		CG3626					
681	4039	5733	OG0003016	fly	FBgn0020248	stem cell tumor	stet					
681	4039	5733	OG0003748	fly	FBgn0003295	roughoid	ru					
681	4039	5733	OG0003748	fly	FBgn0004635	rhomboid	rho					
681	4039	5733	OG0003748	fly	FBgn0030318	rhomboid-4	rho-4					
681	4039	5733	OG0026767	fly	FBgn0032415	rhomboid-6	rho-6					
681	4040	5734	OG0001999	fly	FBgn0041723	rhomboid-5	rho-5					
682	4041	5735	OG0011208	fly	FBgn0036829	Ionotropic receptor 75d	Ir75d					
682	4041	5735	OG0011208	fly	FBgn0037501	Ionotropic receptor 84a	Ir84a					
682	4041	5735	OG0013782	fly	FBgn0004620	Glutamate receptor IIA	GluRIIA					
682	4041	5735	OG0013782	fly	FBgn0020429	Glutamate receptor IIB	GluRIIB					
682	4041	5735	OG0015698	fly	FBgn0031634	Ionotropic receptor 25a	Ir25a					
682	4041	5735	OG0026478	fly	FBgn0031209	Ionotropic receptor 21a	Ir21a					
682	4041	5735	OG0026550	fly	FBgn0052704	Ionotropic receptor 8a	Ir8a					
682	4042	5736	OG0011208	fly	FBgn0036757	Ionotropic receptor 75a	Ir75a					
682	4042	5736	OG0011208	fly	FBgn0051718	Ionotropic receptor 31a	Ir31a					
682	4042	5736	OG0011208	fly	FBgn0261401	Ionotropic receptor 75c	Ir75c					
682	4042	5736	OG0011208	fly	FBgn0261402	Ionotropic receptor 75b	Ir75b					
685	4054	5750	OG0000497	fly	FBgn0040285	Scamp	Scamp					
687	4059	5755	OG0006371	fly	FBgn0283658	midline uncoordinated	muc					
687	4060	5757	OG0004140	fly	FBgn0037891		CG5214					
687	4061	5758	OG0006114	fly	FBgn0030612		CG5599					
689	4069	5766	OG0004942	fly	FBgn0031260	Signal peptide peptidase	Spp					
689	4070	5767	OG0008841	fly	FBgn0039381	Signal peptide peptidase-like	SppL					
690	4071	5768	OG0006942	fly	FBgn0020513	PAICS bifunctional enzyme	Paics					
690	4072	5769	OG0004603	fly	FBgn0036848	NAD(P)HX dehydratase	Naxd					
690	4073	5770	OG0009041	fly	FBgn0042111		CG18766					
691	4076	5773	OG0002095	fly	FBgn0032465	Yip1 domain-containing 1	Yip1d1					
691	4077	5774	OG0004521	fly	FBgn0031600		CG3652					
693	4084	5782	OG0000770	fly	FBgn0033155	Bromodomain-containing protein, 140kD	Br140	C2H2 ZINC FINGER TRANSCRIPTION FACTORS	Br140	Bromodomain-containing protein, 140kD		(Pfreundt et al., 2010)
693	4085	5783	OG0004976	fly	FBgn0031947		CG7154					
694	4088	5787	OG0000491	fly	FBgn0267390	drop out	dop					
695	4089	5788	OG0001928	fly	FBgn0002973	numb	numb					
695	4090	5790	OG0003901	fly	FBgn0029092	ced-6	ced-6					
696	4093	5793	OG0000403	fly	FBgn0265194	Transient receptor potential cation channel, subfamily M	Trpm					
697	4094	5794	OG0001150	fly	FBgn0005631	roundabout 1	robo1					
697	4094	5794	OG0016892	fly	FBgn0002543	roundabout 2	robo2					
697	4094	5794	OG0016892	fly	FBgn0041097	roundabout 3	robo3					
698	4097	5798	OG0000500	fly	FBgn0037074		CG7324					
699	4099	5800	OG0001915	fly	FBgn0266410		CG45050					
699	4100	5801	OG0028149	fly	FBgn0030104		CG15368					
701	4103	5805	OG0007331	fly	FBgn0038588		CG7156					
701	4106	5808	OG0003061	fly	FBgn0031457	Sorting nexin 21	Snx21					
